,row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,city,country,state,region,postal_code,product_name,sub-category,category
4118,396,CA-2017-165603,10/17/2017,10/19/2017,Second Class,SS-20140,OFF-ST-10000798,49.96,2,0.0,9.4924,Saphhira Shifley,Corporate,Warwick,United States,Rhode Island,East,2886,2300 Heavy-Duty Transfer File Systems by Perma,Storage,Office Supplies
7923,397,CA-2017-165603,10/17/2017,10/19/2017,Second Class,SS-20140,OFF-PA-10002552,12.96,2,0.0,6.2208,Saphhira Shifley,Corporate,Warwick,United States,Rhode Island,East,2886,Xerox 1958,Paper,Office Supplies
571,398,CA-2015-122259,10/31/2015,11/4/2015,Standard Class,HP-14815,OFF-SU-10002573,70.12,4,0.0,21.036,Harold Pawlan,Home Office,Fort Worth,United States,Texas,Central,76106,"Acme 10"" Easy Grip Assistive Scissors",Supplies,Office Supplies
7944,399,CA-2016-108987,9/8/2016,9/10/2016,Second Class,AG-10675,OFF-ST-10001580,35.952,3,0.2,3.5952,Anna Gayman,Consumer,Houston,United States,Texas,Central,77036,Super Decoflex Portable Personal File,Storage,Office Supplies
1279,400,CA-2016-108987,9/8/2016,9/10/2016,Second Class,AG-10675,FUR-BO-10004834,2396.2656,4,0.32,-317.1528,Anna Gayman,Consumer,Houston,United States,Texas,Central,77036,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,Furniture
5943,401,CA-2016-108987,9/8/2016,9/10/2016,Second Class,AG-10675,OFF-ST-10000934,131.136,4,0.2,-32.784,Anna Gayman,Consumer,Houston,United States,Texas,Central,77036,"Contico 72""H Heavy-Duty Storage System",Storage,Office Supplies
1694,402,CA-2016-108987,9/8/2016,9/10/2016,Second Class,AG-10675,TEC-AC-10000158,57.584,2,0.2,0.7198,Anna Gayman,Consumer,Houston,United States,Texas,Central,77036,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Accessories,Technology
7018,403,CA-2014-113166,12/24/2014,12/26/2014,First Class,LF-17185,OFF-PA-10001947,9.568,2,0.2,3.4684,Luke Foster,Consumer,Miami,United States,Florida,South,33180,Xerox 1974,Paper,Office Supplies
5113,404,CA-2014-155208,4/16/2014,4/20/2014,Standard Class,SP-20650,OFF-AR-10003478,39.072,6,0.2,9.768,Stephanie Phelps,Corporate,San Jose,United States,California,West,95123,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Art,Office Supplies
7246,405,CA-2017-117933,12/24/2017,12/29/2017,Standard Class,RF-19840,OFF-AP-10004249,35.91,3,0.0,9.6957,Roy Französisch,Consumer,New York City,United States,New York,East,10024,Staple holder,Appliances,Office Supplies
1695,406,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,TEC-AC-10000158,179.95,5,0.0,37.7895,Keith Herrera,Consumer,San Francisco,United States,California,West,94110,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Accessories,Technology
8013,407,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,TEC-CO-10004115,1199.976,3,0.2,434.9913,Keith Herrera,Consumer,San Francisco,United States,California,West,94110,Sharp AL-1530CS Digital Copier,Copiers,Technology
2740,408,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,OFF-PA-10003724,27.15,5,0.0,13.3035,Keith Herrera,Consumer,San Francisco,United States,California,West,94110,"Wirebound Message Book, 4 per Page",Paper,Office Supplies
8017,409,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,FUR-TA-10002041,1004.024,7,0.2,-112.9527,Keith Herrera,Consumer,San Francisco,United States,California,West,94110,"Bevis Round Conference Table Top, X-Base",Tables,Furniture
8023,410,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,OFF-PA-10002893,9.68,1,0.0,4.6464,Keith Herrera,Consumer,San Francisco,United States,California,West,94110,"Wirebound Service Call Books, 5 1/2"" x 4""",Paper,Office Supplies
8028,411,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,OFF-LA-10003766,28.35,9,0.0,13.608,Keith Herrera,Consumer,San Francisco,United States,California,West,94110,Self-Adhesive Removable Labels,Labels,Office Supplies
1653,412,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,OFF-PA-10001970,55.98,1,0.0,27.4302,Keith Herrera,Consumer,San Francisco,United States,California,West,94110,Xerox 1881,Paper,Office Supplies
3606,413,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,FUR-BO-10001972,1336.829,13,0.15,31.4548,Keith Herrera,Consumer,San Francisco,United States,California,West,94110,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Bookcases,Furniture
8035,414,CA-2017-117457,12/8/2017,12/12/2017,Standard Class,KH-16510,FUR-CH-10003956,113.568,2,0.2,-18.4548,Keith Herrera,Consumer,San Francisco,United States,California,West,94110,Novimex High-Tech Fabric Mesh Task Chair,Chairs,Furniture
2420,415,CA-2017-142636,11/3/2017,11/7/2017,Standard Class,KC-16675,OFF-PA-10000157,139.86,7,0.0,65.7342,Kimberly Carter,Corporate,Seattle,United States,Washington,West,98105,Xerox 191,Paper,Office Supplies
3771,416,CA-2017-142636,11/3/2017,11/7/2017,Standard Class,KC-16675,FUR-CH-10001891,307.136,4,0.2,26.8744,Kimberly Carter,Corporate,Seattle,United States,Washington,West,98105,Global Deluxe Office Fabric Chairs,Chairs,Furniture
4472,417,CA-2017-122105,6/24/2017,6/28/2017,Standard Class,CJ-12010,OFF-AR-10004344,95.92,8,0.0,25.8984,Caroline Jumper,Consumer,Huntington Beach,United States,California,West,92646,Bulldog Vacuum Base Pencil Sharpener,Art,Office Supplies
6650,418,CA-2016-148796,4/14/2016,4/18/2016,Standard Class,PB-19150,FUR-CH-10004886,383.8,5,0.2,38.38,Philip Brown,Consumer,Los Angeles,United States,California,West,90004,Bevis Steel Folding Chairs,Chairs,Furniture
7600,419,CA-2017-154816,11/6/2017,11/10/2017,Standard Class,VB-21745,OFF-PA-10003845,5.78,1,0.0,2.8322,Victoria Brennan,Corporate,Columbus,United States,Georgia,South,31907,Xerox 1987,Paper,Office Supplies
6904,420,CA-2017-110478,3/4/2017,3/9/2017,Standard Class,SP-20860,OFF-AR-10001573,9.32,4,0.0,2.7028,Sung Pak,Corporate,Philadelphia,United States,Pennsylvania,East,19143,American Pencil,Art,Office Supplies
7276,421,CA-2017-110478,3/4/2017,3/9/2017,Standard Class,SP-20860,OFF-EN-10000483,15.25,1,0.0,7.015,Sung Pak,Corporate,Philadelphia,United States,Pennsylvania,East,19143,"White Envelopes, White Envelopes with Clear Poly Window",Envelopes,Office Supplies
2819,422,CA-2014-142048,6/22/2014,6/25/2014,First Class,JE-15745,TEC-AC-10004114,196.752,6,0.2,56.5662,Joel Eaton,Consumer,Memphis,United States,Tennessee,South,38109,KeyTronic 6101 Series - Keyboard - Black,Accessories,Technology
8115,423,CA-2017-125388,10/19/2017,10/23/2017,Standard Class,MP-17965,FUR-FU-10004712,56.56,4,0.0,14.7056,Michael Paige,Corporate,Lawrence,United States,Massachusetts,East,1841,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furnishings,Furniture
2410,424,CA-2017-125388,10/19/2017,10/23/2017,Standard Class,MP-17965,OFF-ST-10000918,32.7,3,0.0,8.502,Michael Paige,Corporate,Lawrence,United States,Massachusetts,East,1841,Crate-A-Files,Storage,Office Supplies
4506,425,CA-2017-155705,8/21/2017,8/23/2017,Second Class,NF-18385,FUR-CH-10000015,866.4,4,0.0,225.264,Natalie Fritzler,Consumer,Jackson,United States,Mississippi,South,39212,Hon Multipurpose Stacking Arm Chairs,Chairs,Furniture
2307,426,CA-2017-149160,11/23/2017,11/26/2017,Second Class,JM-15265,FUR-FU-10003347,28.4,2,0.0,11.076,Janet Molinari,Corporate,New York City,United States,New York,East,10024,Coloredge Poster Frame,Furnishings,Furniture
2313,427,CA-2017-149160,11/23/2017,11/26/2017,Second Class,JM-15265,OFF-BI-10001543,287.92,8,0.0,138.2016,Janet Molinari,Corporate,New York City,United States,New York,East,10024,GBC VeloBinder Manual Binding System,Binders,Office Supplies
5294,428,CA-2014-101476,9/12/2014,9/13/2014,First Class,SD-20485,TEC-MA-10000029,69.99,1,0.0,30.0957,Shirley Daniels,Home Office,New Rochelle,United States,New York,East,10801,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Machines,Technology
8167,429,CA-2017-152275,10/1/2017,10/8/2017,Standard Class,KH-16630,OFF-AR-10000369,6.672000000000001,6,0.2,0.5004,Ken Heidel,Corporate,San Antonio,United States,Texas,Central,78207,Design Ebony Sketching Pencil,Art,Office Supplies
7661,430,US-2016-123750,4/15/2016,4/21/2016,Standard Class,RB-19795,OFF-BI-10004584,189.588,2,0.7,-145.3508,Ross Baird,Home Office,Gastonia,United States,North Carolina,South,28052,GBC ProClick 150 Presentation Binding System,Binders,Office Supplies
5592,431,US-2016-123750,4/15/2016,4/21/2016,Standard Class,RB-19795,TEC-AC-10004659,408.744,7,0.2,76.6395,Ross Baird,Home Office,Gastonia,United States,North Carolina,South,28052,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Accessories,Technology
5593,432,US-2016-123750,4/15/2016,4/21/2016,Standard Class,RB-19795,TEC-AC-10004659,291.96,5,0.2,54.7425,Ross Baird,Home Office,Gastonia,United States,North Carolina,South,28052,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Accessories,Technology
6564,433,US-2016-123750,4/15/2016,4/21/2016,Standard Class,RB-19795,OFF-ST-10000617,4.768,2,0.2,-0.7748,Ross Baird,Home Office,Gastonia,United States,North Carolina,South,28052,Woodgrain Magazine Files by Perma,Storage,Office Supplies
3079,434,CA-2016-127369,6/6/2016,6/7/2016,First Class,DB-13060,OFF-ST-10003306,714.3,5,0.0,207.147,Dave Brooks,Consumer,Seattle,United States,Washington,West,98115,Letter Size Cart,Storage,Office Supplies
4808,435,US-2014-150574,12/19/2014,12/25/2014,Standard Class,MK-18160,OFF-BI-10000773,4.812,2,0.7,-3.6892,Mike Kennedy,Consumer,Jacksonville,United States,Florida,South,32216,Insertable Tab Post Binder Dividers,Binders,Office Supplies
8218,436,US-2014-150574,12/19/2014,12/25/2014,Standard Class,MK-18160,TEC-AC-10002600,247.8,5,0.2,-18.585,Mike Kennedy,Consumer,Jacksonville,United States,Florida,South,32216,Belkin QODE FastFit Bluetooth Keyboard,Accessories,Technology
8220,437,CA-2016-147375,6/12/2016,6/14/2016,Second Class,PO-19180,TEC-MA-10002937,1007.979,3,0.3,43.1991,Philisse Overcash,Home Office,Chicago,United States,Illinois,Central,60623,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Machines,Technology
1654,438,CA-2016-147375,6/12/2016,6/14/2016,Second Class,PO-19180,OFF-PA-10001970,313.488,7,0.2,113.6394,Philisse Overcash,Home Office,Chicago,United States,Illinois,Central,60623,Xerox 1881,Paper,Office Supplies
8233,439,CA-2017-130043,9/15/2017,9/19/2017,Standard Class,BB-11545,OFF-PA-10002230,31.872,8,0.2,11.5536,Brenda Bowman,Corporate,Houston,United States,Texas,Central,77070,Xerox 1897,Paper,Office Supplies
3976,440,CA-2017-157252,1/20/2017,1/23/2017,Second Class,CV-12805,FUR-CH-10003396,207.846,3,0.1,2.3094,Cynthia Voltz,Corporate,New York City,United States,New York,East,10035,Global Deluxe Steno Chair,Chairs,Furniture
629,441,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,FUR-FU-10000246,12.22,1,0.0,3.666,Pete Kriz,Consumer,Madison,United States,Wisconsin,Central,53711,Aluminum Document Frame,Furnishings,Furniture
491,442,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,OFF-ST-10000060,194.94,3,0.0,23.3928,Pete Kriz,Consumer,Madison,United States,Wisconsin,Central,53711,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage,Office Supplies
634,443,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,OFF-ST-10003058,70.95,3,0.0,20.5755,Pete Kriz,Consumer,Madison,United States,Wisconsin,Central,53711,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Storage,Office Supplies
640,444,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,OFF-PA-10002222,91.36,4,0.0,42.0256,Pete Kriz,Consumer,Madison,United States,Wisconsin,Central,53711,"Xerox Color Copier Paper, 11"" x 17"", Ream",Paper,Office Supplies
113,445,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,FUR-CH-10002372,242.94,3,0.0,29.1528,Pete Kriz,Consumer,Madison,United States,Wisconsin,Central,53711,Office Star - Ergonomically Designed Knee Chair,Chairs,Furniture
646,446,CA-2016-115756,9/5/2016,9/7/2016,Second Class,PK-19075,OFF-LA-10001317,22.05,7,0.0,10.584,Pete Kriz,Consumer,Madison,United States,Wisconsin,Central,53711,Avery 520,Labels,Office Supplies
1187,447,CA-2017-154214,3/20/2017,3/25/2017,Second Class,TB-21595,FUR-FU-10000206,2.91,1,0.0,1.3677,Troy Blackwell,Consumer,Columbus,United States,Indiana,Central,47201,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furnishings,Furniture
8256,448,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,OFF-AR-10000588,59.52,3,0.0,15.4752,Raymond Buch,Consumer,Auburn,United States,New York,East,13021,Newell 345,Art,Office Supplies
6781,449,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,OFF-ST-10001469,161.94,3,0.0,9.7164,Raymond Buch,Consumer,Auburn,United States,New York,East,13021,Fellowes Bankers Box Recycled Super Stor/Drawer,Storage,Office Supplies
954,450,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,OFF-AR-10001953,263.88,6,0.0,71.2476,Raymond Buch,Consumer,Auburn,United States,New York,East,13021,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Art,Office Supplies
2000,451,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,OFF-AR-10003156,30.48,3,0.0,7.9248,Raymond Buch,Consumer,Auburn,United States,New York,East,13021,50 Colored Long Pencils,Art,Office Supplies
8265,452,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,OFF-AR-10004974,9.84,3,0.0,2.8536,Raymond Buch,Consumer,Auburn,United States,New York,East,13021,Newell 342,Art,Office Supplies
8266,453,CA-2016-166674,4/1/2016,4/3/2016,Second Class,RB-19360,TEC-PH-10002365,35.12,4,0.0,9.1312,Raymond Buch,Consumer,Auburn,United States,New York,East,13021,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Phones,Technology
233,454,CA-2017-147277,10/20/2017,10/24/2017,Standard Class,EB-13705,FUR-TA-10001539,284.36400000000003,2,0.4,-75.8304,Ed Braxton,Corporate,Akron,United States,Ohio,East,44312,Chromcraft Rectangular Conference Tables,Tables,Furniture
4014,455,CA-2017-147277,10/20/2017,10/24/2017,Standard Class,EB-13705,OFF-ST-10000142,665.408,2,0.2,66.5408,Ed Braxton,Corporate,Akron,United States,Ohio,East,44312,Deluxe Rollaway Locking File with Drawer,Storage,Office Supplies
8170,456,CA-2016-100153,12/13/2016,12/17/2016,Standard Class,KH-16630,TEC-AC-10001772,63.88,4,0.0,24.9132,Ken Heidel,Corporate,San Antonio,United States,Texas,Central,78207,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Accessories,Technology
86,457,US-2014-110674,2/12/2014,2/18/2014,Standard Class,SC-20095,FUR-CH-10000225,129.56799999999998,2,0.2,-24.294,Sanjit Chand,Consumer,Concord,United States,California,West,94521,"Global Geo Office Task Chair, Gray",Chairs,Furniture
8134,458,US-2016-157945,9/26/2016,10/1/2016,Standard Class,NF-18385,FUR-CH-10002331,747.558,3,0.3,-96.1146,Natalie Fritzler,Consumer,Jackson,United States,Mississippi,South,39212,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Chairs,Furniture
4571,459,US-2016-157945,9/26/2016,10/1/2016,Standard Class,NF-18385,OFF-EN-10001415,8.927999999999999,2,0.2,3.3480000000000003,Natalie Fritzler,Consumer,Jackson,United States,Mississippi,South,39212,Staple envelope,Envelopes,Office Supplies
6137,460,CA-2015-109638,12/15/2015,12/22/2015,Standard Class,JH-15985,OFF-AP-10002472,103.92,4,0.0,36.372,Joseph Holt,Consumer,Saginaw,United States,Michigan,Central,48601,3M Office Air Cleaner,Appliances,Office Supplies
1721,461,CA-2015-109638,12/15/2015,12/22/2015,Standard Class,JH-15985,TEC-AC-10004571,899.91,9,0.0,377.9622,Joseph Holt,Consumer,Saginaw,United States,Michigan,Central,48601,Logitech G700s Rechargeable Gaming Mouse,Accessories,Technology
6139,462,CA-2015-109638,12/15/2015,12/22/2015,Standard Class,JH-15985,OFF-BI-10001098,51.312,3,0.2,18.6006,Joseph Holt,Consumer,Saginaw,United States,Michigan,Central,48601,Acco D-Ring Binder w/DublLock,Binders,Office Supplies
170,463,CA-2016-109869,4/22/2016,4/29/2016,Standard Class,TN-21040,FUR-FU-10000023,23.56,5,0.2,7.068,Tanja Norvell,Home Office,Phoenix,United States,Arizona,West,85023,Eldon Wave Desk Accessories,Furnishings,Furniture
8085,464,CA-2016-109869,4/22/2016,4/29/2016,Standard Class,TN-21040,FUR-TA-10001889,1272.63,6,0.5,-814.4832,Tanja Norvell,Home Office,Phoenix,United States,Arizona,West,85023,Bush Advantage Collection Racetrack Conference Table,Tables,Furniture
8311,465,CA-2016-109869,4/22/2016,4/29/2016,Standard Class,TN-21040,OFF-BI-10000315,28.485,5,0.7,-20.889,Tanja Norvell,Home Office,Phoenix,United States,Arizona,West,85023,Poly Designer Cover & Back,Binders,Office Supplies
3668,466,CA-2016-109869,4/22/2016,4/29/2016,Standard Class,TN-21040,OFF-SU-10003505,185.376,2,0.2,-34.758,Tanja Norvell,Home Office,Phoenix,United States,Arizona,West,85023,Premier Electric Letter Opener,Supplies,Office Supplies
8318,467,CA-2016-109869,4/22/2016,4/29/2016,Standard Class,TN-21040,OFF-AP-10002578,78.27199999999999,2,0.2,5.8704,Tanja Norvell,Home Office,Phoenix,United States,Arizona,West,85023,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Appliances,Office Supplies
6500,468,US-2015-101399,1/17/2015,1/24/2015,Standard Class,JS-15940,FUR-FU-10002918,254.74400000000003,7,0.6,-312.0614,Joni Sundaresam,Home Office,Park Ridge,United States,Illinois,Central,60068,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furnishings,Furniture
6277,469,CA-2017-154907,3/31/2017,4/4/2017,Standard Class,DS-13180,FUR-BO-10002824,205.3328,2,0.32,-36.2352,David Smith,Corporate,Detroit,United States,Michigan,Central,48227,Bush Mission Pointe Library,Bookcases,Furniture
3581,470,US-2016-100419,12/16/2016,12/20/2016,Second Class,CC-12670,OFF-BI-10002194,4.788,3,0.8,-7.9002,Craig Carreira,Consumer,New York City,United States,New York,East,10009,Cardinal Hold-It CD Pocket,Binders,Office Supplies
7082,471,CA-2015-154144,12/20/2015,12/24/2015,Standard Class,MH-17785,OFF-PA-10004071,55.48,1,0.0,26.6304,Maya Herman,Corporate,Lindenhurst,United States,New York,East,11757,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,Office Supplies
3927,472,CA-2014-144666,11/9/2014,11/11/2014,Second Class,JP-15520,OFF-ST-10002743,340.92,3,0.0,3.4092,Jeremy Pistek,Consumer,San Francisco,United States,California,West,94110,SAFCO Boltless Steel Shelving,Storage,Office Supplies
8358,473,CA-2014-144666,11/9/2014,11/11/2014,Second Class,JP-15520,FUR-BO-10001601,222.666,2,0.15,10.4784,Jeremy Pistek,Consumer,San Francisco,United States,California,West,94110,"Sauder Mission Library with Doors, Fruitwood Finish",Bookcases,Furniture
8361,474,CA-2014-144666,11/9/2014,11/11/2014,Second Class,JP-15520,TEC-PH-10002680,703.9680000000001,4,0.2,87.99600000000001,Jeremy Pistek,Consumer,San Francisco,United States,California,West,94110,Samsung Galaxy Note 3,Phones,Technology
4191,475,CA-2014-144666,11/9/2014,11/11/2014,Second Class,JP-15520,OFF-ST-10001321,92.52,6,0.0,24.9804,Jeremy Pistek,Consumer,San Francisco,United States,California,West,94110,"Decoflex Hanging Personal Folder File, Blue",Storage,Office Supplies
7411,476,CA-2014-144666,11/9/2014,11/11/2014,Second Class,JP-15520,OFF-PA-10001509,62.65,7,0.0,28.819000000000003,Jeremy Pistek,Consumer,San Francisco,United States,California,West,94110,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Paper,Office Supplies
7980,477,CA-2014-144666,11/9/2014,11/11/2014,Second Class,JP-15520,OFF-PA-10003465,94.85,5,0.0,45.528,Jeremy Pistek,Consumer,San Francisco,United States,California,West,94110,Xerox 1912,Paper,Office Supplies
6891,478,CA-2016-103891,7/12/2016,7/19/2016,Standard Class,KH-16690,TEC-PH-10000149,95.76,6,0.2,7.182,Kristen Hastings,Corporate,San Francisco,United States,California,West,94110,Cisco SPA525G2 IP Phone - Wireless,Phones,Technology
7100,479,CA-2016-152632,10/27/2016,11/2/2016,Standard Class,JE-15475,FUR-FU-10002671,40.2,3,0.0,19.296,Jeremy Ellison,Consumer,Troy,United States,New York,East,12180,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furnishings,Furniture
